EmployeeID,Position,ExperienceYears,Degree,Field,Certification,ResearchPublications,University,Location,Salary
2843,Professor,13,PhD,Engineering,None,7,University A,Suburban,113190
2844,Assistant Professor,2,Master's,Engineering,Advanced Certified,62,University C,Urban,95420
2845,Associate Professor,21,Bachelor's,Science,Certified,21,University B,Rural,77700
2846,Assistant Professor,33,Bachelor's,Science,Advanced Certified,37,University C,Urban,102570
2847,Research Scientist,24,Bachelor's,Science,None,26,University A,Urban,89960
2848,Lecturer,34,PhD,Engineering,Advanced Certified,25,University C,Rural,88000
2849,Lecturer,9,Master's,Business,Certified,22,University D,Suburban,66990
2850,Assistant Professor,2,Bachelor's,Medicine,None,94,University B,Suburban,74580
2851,Professor,30,Bachelor's,Medicine,Certified,92,University A,Urban,151320
2852,Associate Professor,22,PhD,Science,Advanced Certified,64,University C,Rural,105800
2853,Lecturer,11,Bachelor's,Engineering,None,73,University B,Rural,64100
2854,Research Scientist,17,Master's,Business,Advanced Certified,46,University D,Suburban,89870
2855,Research Scientist,36,Bachelor's,Arts,None,60,University B,Rural,82000
2856,Professor,13,Master's,Science,Certified,45,University C,Rural,103500
2857,Lecturer,7,Master's,Arts,Certified,3,University D,Urban,72930
2858,Assistant Professor,16,Master's,Medicine,Certified,30,University A,Urban,91000
2859,Research Scientist,33,PhD,Medicine,Advanced Certified,3,University D,Suburban,100210
2860,Professor,1,PhD,Business,None,28,University B,Suburban,111210
2861,Lecturer,11,Master's,Business,Certified,72,University A,Urban,93470
2862,Lecturer,6,Master's,Arts,Advanced Certified,78,University B,Rural,74600
2863,Lecturer,20,Bachelor's,Medicine,Advanced Certified,43,University A,Rural,69600
2864,Lecturer,35,Bachelor's,Business,None,2,University D,Urban,80470
2865,Lecturer,37,Bachelor's,Business,Certified,58,University A,Urban,100230
2866,Research Scientist,26,PhD,Medicine,Advanced Certified,78,University B,Urban,133380
2867,Professor,12,Bachelor's,Medicine,Certified,52,University C,Urban,129220
2868,Lecturer,30,Master's,Engineering,None,10,University C,Rural,66000
2869,Associate Professor,28,Master's,Business,Certified,5,University C,Rural,83000
2870,Associate Professor,27,PhD,Arts,Certified,46,University A,Suburban,110770
2871,Professor,19,PhD,Science,Advanced Certified,6,University C,Urban,146510
2872,Assistant Professor,5,Bachelor's,Science,Advanced Certified,67,University C,Suburban,77990
2873,Assistant Professor,5,PhD,Medicine,None,84,University B,Rural,82300
2874,Assistant Professor,27,Master's,Arts,None,0,University D,Suburban,73150
2875,Associate Professor,28,Master's,Engineering,None,55,University A,Rural,90000
2876,Assistant Professor,26,PhD,Business,Advanced Certified,86,University C,Rural,100200
2877,Research Scientist,27,Master's,Engineering,None,76,University B,Suburban,94270
2878,Lecturer,21,PhD,Arts,None,42,University A,Suburban,85690
2879,Associate Professor,1,Master's,Engineering,Advanced Certified,27,University B,Urban,101270
2880,Professor,28,Bachelor's,Medicine,None,28,University D,Rural,99600
2881,Professor,15,PhD,Science,Advanced Certified,17,University C,Urban,146770
2882,Lecturer,17,PhD,Medicine,None,86,University A,Urban,110110
2883,Associate Professor,26,PhD,Business,Advanced Certified,91,University A,Rural,113200
2884,Assistant Professor,20,Master's,Medicine,Certified,72,University C,Suburban,88440
2885,Assistant Professor,25,Bachelor's,Arts,Advanced Certified,61,University B,Urban,103610
2886,Research Scientist,13,PhD,Arts,Advanced Certified,5,University D,Urban,105950
2887,Research Scientist,33,Master's,Business,Advanced Certified,15,University A,Rural,83500
2888,Assistant Professor,25,PhD,Business,None,100,University A,Suburban,105050
2889,Professor,8,Master's,Science,Advanced Certified,0,University D,Suburban,105600
2890,Professor,5,Bachelor's,Engineering,Advanced Certified,21,University A,Urban,121810
2891,Research Scientist,6,Master's,Science,None,45,University D,Rural,69000
2892,Lecturer,23,Master's,Medicine,Certified,61,University C,Urban,98410
2893,Assistant Professor,30,PhD,Engineering,Advanced Certified,22,University D,Suburban,98340
2894,Research Scientist,14,Master's,Business,None,20,University D,Urban,88400
2895,Research Scientist,23,PhD,Arts,Certified,50,University B,Rural,91500
2896,Assistant Professor,11,Master's,Medicine,Advanced Certified,94,University D,Urban,109590
2897,Assistant Professor,31,Bachelor's,Science,Certified,37,University C,Suburban,81290
2898,Professor,6,Master's,Business,Advanced Certified,27,University A,Rural,100400
2899,Lecturer,11,PhD,Engineering,Advanced Certified,43,University B,Rural,80100
2900,Lecturer,13,Master's,Engineering,Certified,90,University D,Rural,76500
2901,Assistant Professor,12,Master's,Arts,Certified,38,University B,Rural,69600
2902,Associate Professor,2,Bachelor's,Business,Certified,41,University C,Rural,72200
2903,Research Scientist,35,PhD,Business,Advanced Certified,41,University C,Urban,129610
2904,Research Scientist,36,Bachelor's,Medicine,Advanced Certified,59,University A,Rural,88800
2905,Assistant Professor,17,Master's,Medicine,None,56,University C,Suburban,79970
2906,Associate Professor,28,Bachelor's,Engineering,None,76,University C,Rural,89200
2907,Professor,28,Master's,Science,None,95,University D,Suburban,129800
2908,Assistant Professor,22,Master's,Engineering,Advanced Certified,6,University C,Suburban,79420
2909,Assistant Professor,38,Bachelor's,Medicine,Certified,50,University C,Suburban,88000
2910,Research Scientist,7,Bachelor's,Medicine,None,96,University C,Suburban,82170
2911,Assistant Professor,15,Master's,Medicine,Advanced Certified,76,University A,Suburban,90970
2912,Assistant Professor,32,Bachelor's,Engineering,Certified,31,University D,Urban,95160
2913,Assistant Professor,11,Bachelor's,Business,None,6,University D,Suburban,60170
2914,Research Scientist,24,Master's,Science,Certified,75,University B,Suburban,95700
2915,Professor,3,PhD,Science,Certified,39,University C,Suburban,118030
2916,Professor,30,Bachelor's,Medicine,None,14,University B,Urban,127140
2917,Assistant Professor,6,Bachelor's,Arts,None,58,University B,Rural,62600
2918,Research Scientist,2,PhD,Engineering,Advanced Certified,84,University C,Suburban,100980
2919,Professor,14,Bachelor's,Business,Certified,11,University D,Urban,119860
2920,Professor,18,Master's,Medicine,None,76,University C,Urban,141960
2921,Professor,31,Bachelor's,Arts,None,41,University B,Urban,134810
2922,Research Scientist,13,Master's,Medicine,Certified,38,University A,Rural,74100
2923,Research Scientist,26,PhD,Arts,Certified,62,University B,Urban,124020
2924,Assistant Professor,12,PhD,Science,Certified,1,University D,Suburban,79420
2925,Lecturer,18,PhD,Arts,None,28,University A,Suburban,80960
2926,Professor,9,Bachelor's,Science,None,60,University B,Suburban,106150
2927,Lecturer,21,PhD,Science,Advanced Certified,28,University C,Rural,82100
2928,Research Scientist,40,Bachelor's,Engineering,Certified,99,University D,Urban,123240
2929,Research Scientist,24,Bachelor's,Arts,None,37,University A,Suburban,78540
2930,Research Scientist,34,Bachelor's,Business,None,6,University D,Suburban,77220
2931,Lecturer,8,PhD,Business,Certified,29,University B,Suburban,78980
2932,Research Scientist,33,PhD,Arts,None,86,University D,Rural,100700
2933,Assistant Professor,23,Bachelor's,Engineering,Certified,91,University A,Suburban,88770
2934,Research Scientist,13,PhD,Business,None,55,University C,Urban,109850
2935,Associate Professor,14,Bachelor's,Medicine,Certified,86,University A,Urban,113360
2936,Lecturer,14,PhD,Business,Certified,35,University D,Rural,76000
2937,Associate Professor,16,Master's,Engineering,None,41,University C,Rural,81200
2938,Research Scientist,38,PhD,Science,Certified,92,University C,Rural,107400
2939,Assistant Professor,39,PhD,Science,Advanced Certified,3,University D,Urban,117130
2940,Professor,26,PhD,Science,Advanced Certified,83,University A,Rural,131600
2941,Research Scientist,26,Bachelor's,Engineering,Certified,4,University C,Rural,68800
2942,Assistant Professor,1,Bachelor's,Science,Advanced Certified,45,University C,Urban,83850
2943,Lecturer,32,Master's,Science,None,74,University D,Suburban,87780
2944,Associate Professor,15,Master's,Engineering,None,1,University C,Rural,72700
2945,Associate Professor,21,Master's,Medicine,Certified,53,University A,Suburban,98010
2946,Associate Professor,18,Bachelor's,Business,None,87,University C,Suburban,95040
2947,Lecturer,30,Master's,Engineering,None,58,University B,Suburban,83160
2948,Assistant Professor,13,Master's,Engineering,Advanced Certified,32,University C,Suburban,80190
2949,Lecturer,24,PhD,Arts,None,21,University B,Rural,75200
2950,Associate Professor,30,Master's,Science,None,46,University A,Rural,89200
2951,Research Scientist,2,PhD,Medicine,Advanced Certified,5,University B,Rural,76000
2952,Professor,19,Bachelor's,Arts,Certified,23,University C,Urban,126230
2953,Lecturer,25,Bachelor's,Medicine,Certified,92,University C,Urban,101270
2954,Lecturer,14,PhD,Science,Advanced Certified,48,University D,Suburban,90860
2955,Assistant Professor,6,Master's,Science,Advanced Certified,95,University D,Urban,106600
2956,Assistant Professor,12,Bachelor's,Science,None,93,University C,Suburban,79860
2957,Lecturer,20,PhD,Business,None,50,University C,Suburban,86900
2958,Associate Professor,23,Bachelor's,Medicine,Certified,40,University C,Rural,82500
2959,Professor,30,Bachelor's,Medicine,Certified,66,University C,Rural,111200
2960,Assistant Professor,30,Master's,Arts,Advanced Certified,88,University A,Urban,120380
2961,Associate Professor,38,Bachelor's,Engineering,None,91,University C,Rural,97200
2962,Research Scientist,30,PhD,Science,Advanced Certified,78,University B,Urban,135980
2963,Assistant Professor,30,Master's,Science,Certified,80,University D,Rural,87000
2964,Associate Professor,36,PhD,Arts,Certified,1,University B,Rural,96200
2965,Associate Professor,34,PhD,Medicine,Advanced Certified,90,University B,Urban,152100
2966,Professor,16,PhD,Business,None,99,University A,Suburban,135080
2967,Professor,24,Master's,Medicine,None,77,University B,Urban,146120
2968,Research Scientist,14,Bachelor's,Business,Advanced Certified,42,University B,Rural,74400
2969,Associate Professor,26,PhD,Business,Certified,31,University B,Suburban,106920
2970,Associate Professor,8,Bachelor's,Medicine,Advanced Certified,11,University D,Rural,73200
2971,Professor,14,Bachelor's,Science,Advanced Certified,22,University A,Rural,98400
2972,Assistant Professor,31,PhD,Business,None,15,University B,Rural,81500
2973,Assistant Professor,2,Bachelor's,Arts,Certified,43,University B,Suburban,66660
2974,Lecturer,4,Master's,Arts,Certified,1,University A,Rural,54200
2975,Professor,1,Master's,Business,None,6,University C,Urban,112710
2976,Lecturer,20,Bachelor's,Science,Certified,20,University B,Urban,79300
2977,Professor,14,Bachelor's,Business,Certified,57,University D,Urban,131820
2978,Research Scientist,40,Master's,Arts,None,94,University D,Suburban,105380
2979,Associate Professor,25,Bachelor's,Arts,Certified,22,University C,Urban,103870
2980,Research Scientist,25,Bachelor's,Medicine,Certified,59,University B,Rural,79300
2981,Professor,3,Bachelor's,Science,Advanced Certified,24,University A,Suburban,102630
2982,Associate Professor,5,Bachelor's,Medicine,Certified,34,University C,Rural,72300
2983,Assistant Professor,38,PhD,Engineering,Advanced Certified,98,University D,Rural,108600
2984,Assistant Professor,26,Bachelor's,Business,Advanced Certified,44,University D,Rural,76800
2985,Lecturer,40,Master's,Medicine,Advanced Certified,6,University A,Urban,100360
2986,Professor,38,PhD,Science,None,68,University C,Urban,165880
2987,Professor,38,PhD,Business,None,31,University A,Suburban,132220
2988,Assistant Professor,4,Master's,Business,Certified,52,University C,Suburban,75240
2989,Research Scientist,7,Bachelor's,Business,Advanced Certified,68,University C,Urban,98930
2990,Associate Professor,30,PhD,Business,Certified,24,University C,Urban,127140
2991,Research Scientist,30,PhD,Business,Certified,94,University B,Rural,103800
2992,Research Scientist,19,Bachelor's,Science,Certified,83,University D,Urban,105430
2993,Assistant Professor,39,Bachelor's,Engineering,Certified,85,University D,Rural,87500
2994,Assistant Professor,35,Master's,Arts,Certified,76,University D,Urban,115310
2995,Assistant Professor,40,PhD,Engineering,Advanced Certified,1,University C,Rural,90200
2996,Lecturer,33,Bachelor's,Arts,Advanced Certified,85,University C,Urban,109850
2997,Research Scientist,33,Bachelor's,Medicine,Advanced Certified,60,University B,Urban,113750
2998,Professor,14,Master's,Business,Advanced Certified,8,University D,Suburban,110660
2999,Associate Professor,38,PhD,Medicine,None,50,University D,Suburban,114400
3000,Lecturer,10,Bachelor's,Medicine,Advanced Certified,1,University B,Rural,56200
3001,Professor,28,Master's,Arts,Advanced Certified,44,University D,Suburban,126280
3002,Research Scientist,14,PhD,Science,Advanced Certified,31,University A,Suburban,95920
3003,Assistant Professor,36,PhD,Business,None,71,University A,Urban,123760
3004,Research Scientist,38,PhD,Medicine,Certified,79,University B,Rural,104800
3005,Associate Professor,16,PhD,Engineering,None,96,University D,Suburban,112420
3006,Lecturer,21,Master's,Business,Advanced Certified,74,University B,Suburban,89430
3007,Lecturer,28,Bachelor's,Science,Advanced Certified,31,University B,Urban,92560
3008,Associate Professor,33,PhD,Business,None,7,University B,Urban,120770
3009,Professor,6,PhD,Medicine,Certified,95,University D,Urban,156000
3010,Professor,15,Bachelor's,Engineering,None,84,University B,Rural,104300
3011,Lecturer,3,PhD,Medicine,None,88,University D,Urban,101530
3012,Lecturer,35,PhD,Science,Advanced Certified,19,University A,Rural,87300
3013,Assistant Professor,14,Bachelor's,Arts,None,64,University B,Urban,88140
3014,Professor,2,Bachelor's,Engineering,None,20,University B,Suburban,93500
3015,Associate Professor,29,PhD,Science,None,6,University D,Rural,90700
3016,Professor,4,Bachelor's,Science,None,88,University A,Urban,129480
3017,Assistant Professor,26,Master's,Medicine,None,8,University D,Urban,87880
3018,Lecturer,12,Master's,Medicine,None,85,University C,Suburban,79200
3019,Lecturer,2,PhD,Medicine,Advanced Certified,1,University D,Suburban,73920
3020,Assistant Professor,17,PhD,Arts,Advanced Certified,18,University A,Suburban,90310
3021,Associate Professor,35,Bachelor's,Business,Advanced Certified,59,University A,Urban,125190
3022,Lecturer,10,Bachelor's,Business,Advanced Certified,69,University B,Suburban,76780
3023,Research Scientist,22,PhD,Medicine,None,58,University D,Suburban,98560
3024,Lecturer,21,PhD,Medicine,None,68,University D,Rural,83100
3025,Research Scientist,15,Master's,Arts,None,44,University C,Rural,73300
3026,Assistant Professor,35,Bachelor's,Business,None,61,University A,Rural,77700
3027,Assistant Professor,21,PhD,Arts,Advanced Certified,9,University D,Urban,106990
3028,Lecturer,21,PhD,Science,Advanced Certified,64,University C,Rural,89300
3029,Professor,21,Bachelor's,Business,None,25,University D,Urban,124150
3030,Research Scientist,32,Bachelor's,Medicine,None,89,University A,Suburban,94380
3031,Associate Professor,5,PhD,Engineering,None,59,University B,Urban,116090
3032,Lecturer,39,PhD,Science,None,17,University D,Urban,106470
3033,Associate Professor,9,PhD,Engineering,Certified,58,University A,Suburban,103510
3034,Lecturer,18,Bachelor's,Arts,Certified,20,University A,Rural,60000
3035,Professor,21,PhD,Arts,Certified,45,University A,Rural,117500
3036,Professor,8,PhD,Arts,Certified,11,University C,Rural,104200
3037,Professor,34,PhD,Medicine,None,77,University C,Suburban,140140
3038,Professor,10,Master's,Arts,None,31,University B,Urban,125060
3039,Assistant Professor,24,Master's,Engineering,None,38,University D,Suburban,79860
3040,Assistant Professor,40,Bachelor's,Science,Certified,98,University C,Suburban,99660
3041,Research Scientist,24,PhD,Medicine,Certified,80,University C,Suburban,107800
3042,Associate Professor,32,PhD,Science,None,54,University C,Suburban,111980
3043,Lecturer,33,Bachelor's,Arts,Certified,54,University D,Urban,96590
3044,Lecturer,38,Bachelor's,Business,Advanced Certified,9,University B,Rural,71800
3045,Assistant Professor,34,Bachelor's,Medicine,Certified,34,University B,Rural,74800
3046,Lecturer,11,PhD,Arts,Certified,79,University B,Suburban,91630
3047,Assistant Professor,31,Master's,Medicine,Certified,5,University D,Urban,94250
3048,Research Scientist,18,Bachelor's,Business,Certified,67,University D,Suburban,85140
3049,Associate Professor,23,PhD,Engineering,None,61,University B,Urban,128310
3050,Research Scientist,22,Bachelor's,Engineering,Advanced Certified,8,University A,Suburban,78760
3051,Professor,18,PhD,Engineering,None,28,University D,Rural,109600
3052,Professor,40,Bachelor's,Business,Certified,70,University D,Rural,117000
3053,Professor,39,PhD,Science,Certified,79,University B,Suburban,146630
3054,Research Scientist,20,Bachelor's,Business,Certified,5,University B,Rural,66000
3055,Lecturer,13,Master's,Business,Certified,43,University A,Suburban,73810
3056,Associate Professor,1,Bachelor's,Arts,Certified,63,University A,Urban,98930
3057,Professor,4,Bachelor's,Engineering,Advanced Certified,66,University C,Urban,132860
3058,Professor,24,Master's,Medicine,None,43,University C,Urban,137280
3059,Professor,36,Bachelor's,Science,Certified,77,University B,Urban,151320
3060,Associate Professor,36,Master's,Medicine,Advanced Certified,13,University C,Suburban,101860
3061,Professor,2,PhD,Arts,None,8,University D,Rural,97600
3062,Associate Professor,28,Master's,Arts,None,99,University A,Urban,128440
3063,Professor,26,Master's,Science,None,22,University C,Rural,102400
3064,Research Scientist,23,PhD,Medicine,Certified,56,University C,Suburban,101970
3065,Research Scientist,15,Master's,Science,Certified,56,University B,Rural,78700
3066,Associate Professor,36,Master's,Science,Advanced Certified,14,University A,Rural,92800
3067,Research Scientist,27,PhD,Engineering,Advanced Certified,63,University A,Rural,100100
3068,Associate Professor,6,Bachelor's,Medicine,None,6,University C,Suburban,70620
3069,Research Scientist,35,Bachelor's,Engineering,Certified,19,University D,Suburban,83930
3070,Research Scientist,39,Master's,Engineering,None,63,University D,Suburban,98010
3071,Associate Professor,38,Bachelor's,Engineering,None,18,University D,Rural,82600
3072,Lecturer,35,Bachelor's,Business,Advanced Certified,5,University D,Urban,90350
3073,Research Scientist,36,Master's,Arts,Certified,50,University D,Urban,114400
3074,Professor,10,PhD,Arts,Advanced Certified,38,University C,Rural,114600
3075,Lecturer,30,Bachelor's,Business,Certified,64,University D,Urban,97240
3076,Associate Professor,38,Master's,Science,None,70,University C,Urban,127400
3077,Lecturer,29,PhD,Medicine,None,98,University B,Rural,93100
3078,Assistant Professor,39,Bachelor's,Medicine,None,24,University C,Suburban,79530
3079,Assistant Professor,4,PhD,Medicine,Certified,22,University D,Urban,94120
3080,Research Scientist,5,Master's,Engineering,None,88,University C,Suburban,84810
3081,Research Scientist,4,PhD,Medicine,Certified,57,University D,Urban,108420
3082,Professor,36,PhD,Medicine,Certified,10,University B,Rural,118000
3083,Lecturer,16,Master's,Medicine,Advanced Certified,33,University D,Rural,70600
3084,Assistant Professor,25,Bachelor's,Arts,None,30,University A,Suburban,73150
3085,Research Scientist,14,Bachelor's,Business,Advanced Certified,37,University B,Suburban,80740
3086,Lecturer,11,PhD,Science,Certified,45,University C,Suburban,84150
3087,Research Scientist,29,PhD,Business,None,11,University C,Suburban,92070
3088,Research Scientist,34,PhD,Medicine,None,8,University D,Rural,85600
3089,Assistant Professor,22,PhD,Science,Certified,12,University A,Rural,79400
3090,Assistant Professor,14,Bachelor's,Science,None,63,University B,Rural,67600
3091,Research Scientist,24,Master's,Business,Certified,19,University C,Suburban,83380
3092,Associate Professor,39,Master's,Business,None,58,University D,Rural,96100
3093,Research Scientist,26,Master's,Business,None,84,University A,Rural,86800
3094,Research Scientist,36,PhD,Business,Certified,21,University C,Urban,119860
3095,Professor,39,PhD,Engineering,Advanced Certified,64,University D,Urban,174590
3096,Professor,16,Master's,Arts,Certified,59,University D,Urban,140140
3097,Professor,38,Bachelor's,Arts,None,40,University A,Suburban,117700
3098,Associate Professor,32,Master's,Medicine,Certified,80,University C,Suburban,110000
3099,Associate Professor,6,Bachelor's,Engineering,Certified,44,University D,Rural,74800
3100,Research Scientist,34,PhD,Science,Certified,3,University C,Rural,87600
3101,Professor,8,Master's,Business,None,69,University A,Suburban,113080
3102,Associate Professor,30,Master's,Medicine,Advanced Certified,44,University A,Urban,124540
3103,Assistant Professor,27,PhD,Science,Advanced Certified,57,University C,Rural,94900
3104,Research Scientist,7,Bachelor's,Arts,None,82,University A,Urban,93470
3105,Lecturer,27,Master's,Science,Advanced Certified,93,University D,Rural,88100
3106,Research Scientist,25,Master's,Business,Certified,22,University C,Urban,99970
3107,Lecturer,15,Bachelor's,Business,Certified,31,University D,Rural,60700
3108,Professor,25,Master's,Arts,Advanced Certified,62,University C,Urban,151970
3109,Lecturer,22,Master's,Business,Advanced Certified,92,University B,Urban,111020
3110,Professor,18,PhD,Engineering,Advanced Certified,7,University D,Suburban,123640
3111,Assistant Professor,12,Bachelor's,Medicine,Certified,84,University D,Rural,73800
3112,Lecturer,23,Master's,Arts,Certified,80,University C,Urban,103350
3113,Research Scientist,39,Master's,Arts,None,80,University C,Suburban,101750
3114,Professor,25,PhD,Science,None,84,University D,Rural,124300
3115,Research Scientist,10,Master's,Arts,Certified,78,University A,Suburban,88660
3116,Associate Professor,30,PhD,Medicine,Certified,90,University D,Urban,144300
3117,Professor,10,Master's,Engineering,None,24,University B,Rural,94800
3118,Lecturer,34,PhD,Science,None,32,University A,Urban,107120
3119,Professor,13,Bachelor's,Medicine,Certified,65,University A,Urban,133250
3120,Research Scientist,29,Bachelor's,Arts,Advanced Certified,15,University C,Suburban,84150
3121,Assistant Professor,38,Master's,Business,Certified,54,University C,Urban,111540
3122,Professor,9,Master's,Business,Advanced Certified,35,University D,Rural,103500
3123,Lecturer,13,PhD,Medicine,Certified,71,University D,Suburban,90970
3124,Associate Professor,37,PhD,Engineering,None,79,University C,Urban,142090
3125,Assistant Professor,14,Bachelor's,Business,None,6,University D,Urban,73060
3126,Associate Professor,37,Master's,Medicine,None,68,University A,Urban,126230
3127,Professor,9,PhD,Science,Certified,86,University D,Suburban,131670
3128,Research Scientist,8,Bachelor's,Arts,Certified,7,University A,Rural,60400
3129,Research Scientist,39,Bachelor's,Engineering,Certified,2,University C,Suburban,82390
3130,Lecturer,40,PhD,Engineering,Advanced Certified,34,University D,Urban,120640
3131,Research Scientist,3,Master's,Science,Certified,35,University A,Suburban,75350
3132,Assistant Professor,40,Bachelor's,Engineering,Advanced Certified,99,University B,Urban,123240
3133,Research Scientist,33,PhD,Medicine,Advanced Certified,78,University B,Suburban,116710
3134,Lecturer,32,Bachelor's,Engineering,Advanced Certified,29,University B,Urban,94640
3135,Professor,7,Master's,Engineering,None,14,University A,Suburban,100430
3136,Professor,19,PhD,Engineering,Advanced Certified,92,University D,Urban,168870
3137,Research Scientist,34,Master's,Medicine,Advanced Certified,67,University B,Urban,122720
3138,Associate Professor,14,Master's,Arts,None,97,University C,Suburban,100540
3139,Professor,19,Bachelor's,Business,Advanced Certified,86,University C,Suburban,125070
3140,Research Scientist,26,Master's,Engineering,Certified,57,University C,Urban,109720
3141,Lecturer,17,Bachelor's,Science,Certified,98,University B,Rural,75100
3142,Research Scientist,28,PhD,Science,None,27,University B,Urban,112320
3143,Professor,19,PhD,Medicine,None,94,University D,Urban,160290
3144,Lecturer,27,Bachelor's,Arts,Advanced Certified,41,University A,Rural,72700
3145,Research Scientist,19,Bachelor's,Engineering,Advanced Certified,96,University C,Urban,114010
3146,Assistant Professor,33,Bachelor's,Medicine,Advanced Certified,17,University D,Suburban,82390
3147,Lecturer,7,Master's,Business,None,4,University A,Suburban,58630
3148,Assistant Professor,29,PhD,Arts,Advanced Certified,8,University B,Rural,86100
3149,Associate Professor,5,PhD,Arts,Certified,83,University A,Urban,126230
3150,Lecturer,30,Master's,Medicine,Certified,8,University C,Suburban,75460
3151,Assistant Professor,8,Bachelor's,Science,Advanced Certified,17,University A,Urban,81120
3152,Professor,12,PhD,Arts,None,55,University A,Rural,112000
3153,Professor,13,Master's,Science,Certified,14,University B,Suburban,107030
3154,Associate Professor,26,Bachelor's,Arts,None,78,University B,Rural,88600
3155,Lecturer,18,PhD,Arts,Certified,77,University D,Urban,112320
3156,Lecturer,20,Bachelor's,Arts,Advanced Certified,61,University B,Urban,95160
3157,Lecturer,16,Master's,Business,Advanced Certified,34,University B,Urban,92040
3158,Associate Professor,37,PhD,Science,None,39,University C,Rural,101300
3159,Lecturer,3,Bachelor's,Business,Advanced Certified,50,University C,Suburban,68750
3160,Professor,27,Bachelor's,Science,None,59,University A,Rural,105300
3161,Assistant Professor,15,Bachelor's,Business,None,99,University C,Suburban,82830
3162,Professor,34,Master's,Business,Certified,55,University D,Urban,150800
3163,Professor,22,Bachelor's,Business,Certified,83,University D,Urban,143780
3164,Assistant Professor,40,PhD,Medicine,Advanced Certified,74,University A,Rural,104800
3165,Professor,23,PhD,Business,None,40,University D,Suburban,125950
3166,Associate Professor,4,Bachelor's,Arts,Certified,53,University D,Urban,98280
3167,Assistant Professor,23,Master's,Engineering,Advanced Certified,16,University B,Urban,97110
3168,Professor,9,PhD,Business,Advanced Certified,24,University A,Rural,111300
3169,Research Scientist,24,PhD,Engineering,Certified,92,University D,Rural,100400
3170,Professor,21,PhD,Engineering,Advanced Certified,86,University A,Suburban,142670
3171,Associate Professor,16,Bachelor's,Arts,Certified,8,University D,Urban,94380
3172,Lecturer,25,PhD,Engineering,None,55,University C,Suburban,90750
3173,Professor,26,Bachelor's,Engineering,Advanced Certified,88,University A,Suburban,129360
3174,Lecturer,9,Bachelor's,Engineering,None,22,University C,Suburban,58190
3175,Research Scientist,15,Bachelor's,Science,Certified,1,University A,Rural,62700
3176,Professor,39,Bachelor's,Business,None,44,University C,Suburban,119130
3177,Assistant Professor,33,Bachelor's,Business,Certified,64,University B,Suburban,88330
3178,Lecturer,1,PhD,Engineering,Advanced Certified,37,University C,Suburban,81290
3179,Research Scientist,5,Bachelor's,Arts,Advanced Certified,5,University D,Rural,62500
3180,Assistant Professor,9,Bachelor's,Science,Advanced Certified,47,University B,Rural,68900
3181,Assistant Professor,6,Bachelor's,Arts,None,43,University C,Urban,77480
3182,Assistant Professor,28,Bachelor's,Arts,None,78,University B,Rural,77600
3183,Assistant Professor,26,Bachelor's,Engineering,None,6,University B,Rural,62200
3184,Professor,28,Bachelor's,Medicine,Certified,65,University D,Suburban,121000
3185,Professor,40,PhD,Engineering,Advanced Certified,61,University C,Urban,174460
3186,Professor,15,Bachelor's,Medicine,None,29,University B,Rural,93300
3187,Research Scientist,6,Bachelor's,Science,Certified,92,University D,Urban,99320
3188,Research Scientist,27,PhD,Medicine,None,75,University A,Suburban,105050
3189,Research Scientist,38,PhD,Engineering,Certified,51,University A,Rural,99200
3190,Associate Professor,4,Master's,Engineering,Advanced Certified,97,University B,Suburban,102740
3191,Research Scientist,11,PhD,Arts,None,93,University B,Suburban,100210
3192,Professor,21,PhD,Engineering,Advanced Certified,35,University B,Urban,155350
3193,Professor,30,Bachelor's,Engineering,None,34,University D,Rural,101800
3194,Associate Professor,18,Master's,Business,Certified,65,University D,Urban,117000
3195,Associate Professor,35,Bachelor's,Business,Advanced Certified,49,University C,Suburban,103730
3196,Research Scientist,3,Master's,Arts,None,2,University A,Rural,58900
3197,Lecturer,12,Bachelor's,Medicine,None,75,University B,Suburban,71500
3198,Associate Professor,27,PhD,Medicine,Advanced Certified,3,University B,Urban,124930
3199,Assistant Professor,30,PhD,Business,Certified,54,University D,Urban,119340
3200,Professor,21,Master's,Science,Advanced Certified,51,University D,Suburban,123970
3201,Assistant Professor,38,Bachelor's,Business,None,58,University C,Urban,102180
3202,Professor,21,Bachelor's,Science,Advanced Certified,70,University A,Urban,144950
3203,Professor,38,PhD,Medicine,Advanced Certified,19,University B,Suburban,137280
3204,Associate Professor,40,PhD,Business,Certified,18,University D,Rural,101600
3205,Associate Professor,15,Master's,Engineering,Certified,7,University A,Rural,76900
3206,Assistant Professor,18,PhD,Science,Advanced Certified,66,University C,Rural,92200
3207,Professor,29,Master's,Science,Certified,26,University A,Suburban,118470
3208,Assistant Professor,38,Master's,Science,Certified,78,University B,Suburban,99660
3209,Lecturer,21,Master's,Medicine,None,7,University D,Urban,79170
3210,Assistant Professor,17,Master's,Arts,Certified,17,University B,Rural,67900
3211,Research Scientist,18,PhD,Engineering,Advanced Certified,28,University A,Urban,115180
3212,Assistant Professor,37,Master's,Business,Advanced Certified,45,University D,Suburban,96250
3213,Research Scientist,38,PhD,Science,None,35,University C,Rural,93000
3214,Research Scientist,12,Master's,Medicine,None,2,University C,Suburban,69740
3215,Research Scientist,11,PhD,Science,None,8,University D,Urban,96330
3216,Lecturer,20,Master's,Business,Advanced Certified,9,University C,Urban,88140
